"name","pname","version","patches","system","out","outputs","store_path","cpe","purl","urls","pname_meta","version_meta","meta_homepage","meta_unfree","meta_description","meta_position","meta_license_short","meta_license_spdxid","meta_maintainers_email"
"cargo-package-objc2-system-configuration-0.3.2","cargo-package-objc2-system-configuration","0.3.2","","x86_64-linux","/nix/store/qafda1g2q2z20ff8l007zlbkrnzphm04-cargo-package-objc2-system-configuration-0.3.2","['/nix/store/qafda1g2q2z20ff8l007zlbkrnzphm04-cargo-package-objc2-system-configuration-0.3.2']","/nix/store/9kzx4l40fhrzc7p2yv126k957p3vx5m0-cargo-package-objc2-system-configuration-0.3.2.drv","cpe:2.3:a:cargo-package-objc2-system-configuration:cargo-package-objc2-system-configuration:0.3.2:*:*:*:*:*:*:*","pkg:nix/cargo-package-objc2-system-configuration@0.3.2","","","","","","","","","",""
"cargo-package-object-0.37.3","cargo-package-object","0.37.3","","x86_64-linux","/nix/store/0dy3p2fa5kkyihx4prmkvxw6fpqf6p5p-cargo-package-object-0.37.3","['/nix/store/0dy3p2fa5kkyihx4prmkvxw6fpqf6p5p-cargo-package-object-0.37.3']","/nix/store/px1lmw828b2c7n81f6dmhxhhwwyi704g-cargo-package-object-0.37.3.drv","cpe:2.3:a:cargo-package-object:cargo-package-object:0.37.3:*:*:*:*:*:*:*","pkg:nix/cargo-package-object@0.37.3","","","","","","","","","",""
"cargo-package-once_cell-1.21.3","cargo-package-once_cell","1.21.3","","x86_64-linux","/nix/store/0drii15dqix1sv7f1xld78vcw0c6lwvc-cargo-package-once_cell-1.21.3","['/nix/store/0drii15dqix1sv7f1xld78vcw0c6lwvc-cargo-package-once_cell-1.21.3']","/nix/store/z8gm3pf1pplcw3sbi42ch2vg9rlr34kw-cargo-package-once_cell-1.21.3.drv","cpe:2.3:a:cargo-package-once_cell:cargo-package-once_cell:1.21.3:*:*:*:*:*:*:*","pkg:nix/cargo-package-once_cell@1.21.3","","","","","","","","","",""
"cargo-package-once_cell_polyfill-1.70.2","cargo-package-once_cell_polyfill","1.70.2","","x86_64-linux","/nix/store/cai14hldzp9qvgjwliwbjdgbal3vc4zk-cargo-package-once_cell_polyfill-1.70.2","['/nix/store/cai14hldzp9qvgjwliwbjdgbal3vc4zk-cargo-package-once_cell_polyfill-1.70.2']","/nix/store/dxz44dwvk56rrnakm7zvy2caq1f1jja5-cargo-package-once_cell_polyfill-1.70.2.drv","cpe:2.3:a:cargo-package-once_cell_polyfill:cargo-package-once_cell_polyfill:1.70.2:*:*:*:*:*:*:*","pkg:nix/cargo-package-once_cell_polyfill@1.70.2","","","","","","","","","",""
"cargo-package-openssl-probe-0.2.0","cargo-package-openssl-probe","0.2.0","","x86_64-linux","/nix/store/sg1r98vjll6s29n26hs3whqlcak0sjij-cargo-package-openssl-probe-0.2.0","['/nix/store/sg1r98vjll6s29n26hs3whqlcak0sjij-cargo-package-openssl-probe-0.2.0']","/nix/store/k6dwwf1xnz1b2zvdm5m4vi5pq5nwb8j4-cargo-package-openssl-probe-0.2.0.drv","cpe:2.3:a:cargo-package-openssl-probe:cargo-package-openssl-probe:0.2.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-openssl-probe@0.2.0","","","","","","","","","",""
"cargo-package-ordered-float-2.10.1","cargo-package-ordered-float","2.10.1","","x86_64-linux","/nix/store/00a77i99ribrx5x1n5kypvybl1pcja4a-cargo-package-ordered-float-2.10.1","['/nix/store/00a77i99ribrx5x1n5kypvybl1pcja4a-cargo-package-ordered-float-2.10.1']","/nix/store/zqyhmxl4n39x7l95xv87n1qs68myf86n-cargo-package-ordered-float-2.10.1.drv","cpe:2.3:a:cargo-package-ordered-float:cargo-package-ordered-float:2.10.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-ordered-float@2.10.1","","","","","","","","","",""
"cargo-package-ordermap-1.1.0","cargo-package-ordermap","1.1.0","","x86_64-linux","/nix/store/qcjdf59lvd9pj9lcd3nahxw2ilbm3xn1-cargo-package-ordermap-1.1.0","['/nix/store/qcjdf59lvd9pj9lcd3nahxw2ilbm3xn1-cargo-package-ordermap-1.1.0']","/nix/store/mm42sm53jf95j2wlgbhchnhfsz2kgvzv-cargo-package-ordermap-1.1.0.drv","cpe:2.3:a:cargo-package-ordermap:cargo-package-ordermap:1.1.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-ordermap@1.1.0","","","","","","","","","",""
"cargo-package-owo-colors-3.5.0","cargo-package-owo-colors","3.5.0","","x86_64-linux","/nix/store/4fvz256jfz20dyjyhyk2mp9njiqhqxyp-cargo-package-owo-colors-3.5.0","['/nix/store/4fvz256jfz20dyjyhyk2mp9njiqhqxyp-cargo-package-owo-colors-3.5.0']","/nix/store/k6h1cc334s9sk6w8na319xy6rwdxcahf-cargo-package-owo-colors-3.5.0.drv","cpe:2.3:a:cargo-package-owo-colors:cargo-package-owo-colors:3.5.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-owo-colors@3.5.0","","","","","","","","","",""
"cargo-package-owo-colors-4.2.3","cargo-package-owo-colors","4.2.3","","x86_64-linux","/nix/store/78zwa3w0cgqy6zx0gragzw54zr5m52b4-cargo-package-owo-colors-4.2.3","['/nix/store/78zwa3w0cgqy6zx0gragzw54zr5m52b4-cargo-package-owo-colors-4.2.3']","/nix/store/hzmw2d8lf8kkp2rn13sp1xdpyqs9mrjb-cargo-package-owo-colors-4.2.3.drv","cpe:2.3:a:cargo-package-owo-colors:cargo-package-owo-colors:4.2.3:*:*:*:*:*:*:*","pkg:nix/cargo-package-owo-colors@4.2.3","","","","","","","","","",""
"cargo-package-parking-2.2.1","cargo-package-parking","2.2.1","","x86_64-linux","/nix/store/b672rqc3andkbsa99xqg637gvpslzr21-cargo-package-parking-2.2.1","['/nix/store/b672rqc3andkbsa99xqg637gvpslzr21-cargo-package-parking-2.2.1']","/nix/store/iwqipy2ac71n54jifbz5bz6mbl02a0iq-cargo-package-parking-2.2.1.drv","cpe:2.3:a:cargo-package-parking:cargo-package-parking:2.2.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-parking@2.2.1","","","","","","","","","",""
"cargo-package-parking_lot-0.12.5","cargo-package-parking_lot","0.12.5","","x86_64-linux","/nix/store/k6lnr0bfg0n61wimz18f36nwybi3bspw-cargo-package-parking_lot-0.12.5","['/nix/store/k6lnr0bfg0n61wimz18f36nwybi3bspw-cargo-package-parking_lot-0.12.5']","/nix/store/8p9i6c7k706c1fh86h1l9df6lgrg53b7-cargo-package-parking_lot-0.12.5.drv","cpe:2.3:a:cargo-package-parking_lot:cargo-package-parking_lot:0.12.5:*:*:*:*:*:*:*","pkg:nix/cargo-package-parking_lot@0.12.5","","","","","","","","","",""
"cargo-package-parking_lot_core-0.9.12","cargo-package-parking_lot_core","0.9.12","","x86_64-linux","/nix/store/qmsk3qjj8nv2mn3d64gak3zsif1szziv-cargo-package-parking_lot_core-0.9.12","['/nix/store/qmsk3qjj8nv2mn3d64gak3zsif1szziv-cargo-package-parking_lot_core-0.9.12']","/nix/store/65jcr8jq1mndgrsxjaq3lw5h773lbi9g-cargo-package-parking_lot_core-0.9.12.drv","cpe:2.3:a:cargo-package-parking_lot_core:cargo-package-parking_lot_core:0.9.12:*:*:*:*:*:*:*","pkg:nix/cargo-package-parking_lot_core@0.9.12","","","","","","","","","",""
"cargo-package-paste-1.0.15","cargo-package-paste","1.0.15","","x86_64-linux","/nix/store/lch3qj4nkk25x4zfnhvx7r8fjr55f0h6-cargo-package-paste-1.0.15","['/nix/store/lch3qj4nkk25x4zfnhvx7r8fjr55f0h6-cargo-package-paste-1.0.15']","/nix/store/7d2yqksx597xaafphvkybxhsszlv0625-cargo-package-paste-1.0.15.drv","cpe:2.3:a:cargo-package-paste:cargo-package-paste:1.0.15:*:*:*:*:*:*:*","pkg:nix/cargo-package-paste@1.0.15","","","","","","","","","",""
"cargo-package-pastey-0.1.1","cargo-package-pastey","0.1.1","","x86_64-linux","/nix/store/5g2zx62596j7snlgzljkaj48dy2wvba8-cargo-package-pastey-0.1.1","['/nix/store/5g2zx62596j7snlgzljkaj48dy2wvba8-cargo-package-pastey-0.1.1']","/nix/store/j34ld0bvghqj9r0aimxl9431f4sz74zs-cargo-package-pastey-0.1.1.drv","cpe:2.3:a:cargo-package-pastey:cargo-package-pastey:0.1.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-pastey@0.1.1","","","","","","","","","",""
"cargo-package-pci-ids-0.2.6","cargo-package-pci-ids","0.2.6","","x86_64-linux","/nix/store/m4rrhrqdgpx6dhk2sffawwa8fbf5s16v-cargo-package-pci-ids-0.2.6","['/nix/store/m4rrhrqdgpx6dhk2sffawwa8fbf5s16v-cargo-package-pci-ids-0.2.6']","/nix/store/1wl7csp570sq7kbpkc12mnbrcadqq612-cargo-package-pci-ids-0.2.6.drv","cpe:2.3:a:cargo-package-pci-ids:cargo-package-pci-ids:0.2.6:*:*:*:*:*:*:*","pkg:nix/cargo-package-pci-ids@0.2.6","","","","","","","","","",""
"cargo-package-pem-3.0.6","cargo-package-pem","3.0.6","","x86_64-linux","/nix/store/qci1ipygwp06nv2a3jj7hmix9dlwxr5l-cargo-package-pem-3.0.6","['/nix/store/qci1ipygwp06nv2a3jj7hmix9dlwxr5l-cargo-package-pem-3.0.6']","/nix/store/5wwznxnf8x1bjhk6c9rz8v88q82jryh7-cargo-package-pem-3.0.6.drv","cpe:2.3:a:cargo-package-pem:cargo-package-pem:3.0.6:*:*:*:*:*:*:*","pkg:nix/cargo-package-pem@3.0.6","","","","","","","","","",""
"cargo-package-percent-encoding-2.3.2","cargo-package-percent-encoding","2.3.2","","x86_64-linux","/nix/store/jc8jvwbnskgx604zq50n43jkgj3amwdw-cargo-package-percent-encoding-2.3.2","['/nix/store/jc8jvwbnskgx604zq50n43jkgj3amwdw-cargo-package-percent-encoding-2.3.2']","/nix/store/jc32qk4ydqzzb5s1y7v1zyimq30vnm6q-cargo-package-percent-encoding-2.3.2.drv","cpe:2.3:a:cargo-package-percent-encoding:cargo-package-percent-encoding:2.3.2:*:*:*:*:*:*:*","pkg:nix/cargo-package-percent-encoding@2.3.2","","","","","","","","","",""
"cargo-package-pest-2.8.5","cargo-package-pest","2.8.5","","x86_64-linux","/nix/store/vswxg64pkx66vsfvnahk20nw6389q7an-cargo-package-pest-2.8.5","['/nix/store/vswxg64pkx66vsfvnahk20nw6389q7an-cargo-package-pest-2.8.5']","/nix/store/xrjyg9333rg3393ycn2h3b90ysagbdib-cargo-package-pest-2.8.5.drv","cpe:2.3:a:cargo-package-pest:cargo-package-pest:2.8.5:*:*:*:*:*:*:*","pkg:nix/cargo-package-pest@2.8.5","","","","","","","","","",""
"cargo-package-pest_derive-2.8.5","cargo-package-pest_derive","2.8.5","","x86_64-linux","/nix/store/03g7x0ch2ibywzzvsz04hagcaaby0h6k-cargo-package-pest_derive-2.8.5","['/nix/store/03g7x0ch2ibywzzvsz04hagcaaby0h6k-cargo-package-pest_derive-2.8.5']","/nix/store/igjg4qzaiz1dy1xyxrdcxbjdgfxybfbs-cargo-package-pest_derive-2.8.5.drv","cpe:2.3:a:cargo-package-pest_derive:cargo-package-pest_derive:2.8.5:*:*:*:*:*:*:*","pkg:nix/cargo-package-pest_derive@2.8.5","","","","","","","","","",""
"cargo-package-pest_generator-2.8.5","cargo-package-pest_generator","2.8.5","","x86_64-linux","/nix/store/04cn5ymw0m0anrjfikbfmj7x3p7mmz6l-cargo-package-pest_generator-2.8.5","['/nix/store/04cn5ymw0m0anrjfikbfmj7x3p7mmz6l-cargo-package-pest_generator-2.8.5']","/nix/store/yjinp9rhnmjc46k44hpfqsgfhl69whk6-cargo-package-pest_generator-2.8.5.drv","cpe:2.3:a:cargo-package-pest_generator:cargo-package-pest_generator:2.8.5:*:*:*:*:*:*:*","pkg:nix/cargo-package-pest_generator@2.8.5","","","","","","","","","",""
"cargo-package-pest_meta-2.8.5","cargo-package-pest_meta","2.8.5","","x86_64-linux","/nix/store/lcj0pz89rwsymqvp35f6k309jkkkiz1p-cargo-package-pest_meta-2.8.5","['/nix/store/lcj0pz89rwsymqvp35f6k309jkkkiz1p-cargo-package-pest_meta-2.8.5']","/nix/store/g9bjcnbc0v5m7n0pcciq5979ciz1pkzk-cargo-package-pest_meta-2.8.5.drv","cpe:2.3:a:cargo-package-pest_meta:cargo-package-pest_meta:2.8.5:*:*:*:*:*:*:*","pkg:nix/cargo-package-pest_meta@2.8.5","","","","","","","","","",""
"cargo-package-phf-0.11.3","cargo-package-phf","0.11.3","","x86_64-linux","/nix/store/jhw77fdjwpk1rm41903dqpxd9qml0fzb-cargo-package-phf-0.11.3","['/nix/store/jhw77fdjwpk1rm41903dqpxd9qml0fzb-cargo-package-phf-0.11.3']","/nix/store/6ypbijqwbdxv95rgshpv7623iv41jyhv-cargo-package-phf-0.11.3.drv","cpe:2.3:a:cargo-package-phf:cargo-package-phf:0.11.3:*:*:*:*:*:*:*","pkg:nix/cargo-package-phf@0.11.3","","","","","","","","","",""
"cargo-package-phf_codegen-0.11.3","cargo-package-phf_codegen","0.11.3","","x86_64-linux","/nix/store/vl7f3hjpsnq7ra0bd51blghj3gfq6p04-cargo-package-phf_codegen-0.11.3","['/nix/store/vl7f3hjpsnq7ra0bd51blghj3gfq6p04-cargo-package-phf_codegen-0.11.3']","/nix/store/knxs2mg8xsc5d0dlfkw3fj68vp8yi8j0-cargo-package-phf_codegen-0.11.3.drv","cpe:2.3:a:cargo-package-phf_codegen:cargo-package-phf_codegen:0.11.3:*:*:*:*:*:*:*","pkg:nix/cargo-package-phf_codegen@0.11.3","","","","","","","","","",""
"cargo-package-phf_generator-0.11.3","cargo-package-phf_generator","0.11.3","","x86_64-linux","/nix/store/mvyzkhkyj9c9r3nd6i0lwik09gjdcg6f-cargo-package-phf_generator-0.11.3","['/nix/store/mvyzkhkyj9c9r3nd6i0lwik09gjdcg6f-cargo-package-phf_generator-0.11.3']","/nix/store/4bn0512gw2pnvzaxbwwcn5037y10v62j-cargo-package-phf_generator-0.11.3.drv","cpe:2.3:a:cargo-package-phf_generator:cargo-package-phf_generator:0.11.3:*:*:*:*:*:*:*","pkg:nix/cargo-package-phf_generator@0.11.3","","","","","","","","","",""
"cargo-package-phf_shared-0.11.3","cargo-package-phf_shared","0.11.3","","x86_64-linux","/nix/store/sfvr8bly1d7sfmnkwcyr1rjrp3ryrn61-cargo-package-phf_shared-0.11.3","['/nix/store/sfvr8bly1d7sfmnkwcyr1rjrp3ryrn61-cargo-package-phf_shared-0.11.3']","/nix/store/svzjcyq31qpibv4psp7mbdl68pqbk701-cargo-package-phf_shared-0.11.3.drv","cpe:2.3:a:cargo-package-phf_shared:cargo-package-phf_shared:0.11.3:*:*:*:*:*:*:*","pkg:nix/cargo-package-phf_shared@0.11.3","","","","","","","","","",""
"cargo-package-pin-project-1.1.10","cargo-package-pin-project","1.1.10","","x86_64-linux","/nix/store/lylkp0lan1s90db2dm40abqylyd19rmk-cargo-package-pin-project-1.1.10","['/nix/store/lylkp0lan1s90db2dm40abqylyd19rmk-cargo-package-pin-project-1.1.10']","/nix/store/krzphi4gv4068kzljqgjwqdcgj0hnqff-cargo-package-pin-project-1.1.10.drv","cpe:2.3:a:cargo-package-pin-project:cargo-package-pin-project:1.1.10:*:*:*:*:*:*:*","pkg:nix/cargo-package-pin-project@1.1.10","","","","","","","","","",""
"cargo-package-pin-project-internal-1.1.10","cargo-package-pin-project-internal","1.1.10","","x86_64-linux","/nix/store/ki2d24wn0qynyx7abv4v85zzr51p9qdm-cargo-package-pin-project-internal-1.1.10","['/nix/store/ki2d24wn0qynyx7abv4v85zzr51p9qdm-cargo-package-pin-project-internal-1.1.10']","/nix/store/p93c9kadjq30ri3s231xwdxaqdk3jz9a-cargo-package-pin-project-internal-1.1.10.drv","cpe:2.3:a:cargo-package-pin-project-internal:cargo-package-pin-project-internal:1.1.10:*:*:*:*:*:*:*","pkg:nix/cargo-package-pin-project-internal@1.1.10","","","","","","","","","",""
"cargo-package-pin-project-lite-0.2.16","cargo-package-pin-project-lite","0.2.16","","x86_64-linux","/nix/store/qzv4a4pf60kgzqfi9ahnv3s79nkmnwgh-cargo-package-pin-project-lite-0.2.16","['/nix/store/qzv4a4pf60kgzqfi9ahnv3s79nkmnwgh-cargo-package-pin-project-lite-0.2.16']","/nix/store/ndrabi225pfm63d7xpskwdaqg64gr3l1-cargo-package-pin-project-lite-0.2.16.drv","cpe:2.3:a:cargo-package-pin-project-lite:cargo-package-pin-project-lite:0.2.16:*:*:*:*:*:*:*","pkg:nix/cargo-package-pin-project-lite@0.2.16","","","","","","","","","",""
"cargo-package-pin-utils-0.1.0","cargo-package-pin-utils","0.1.0","","x86_64-linux","/nix/store/dxhlr5a0vsywl6jp2gvg7allh5g59f1c-cargo-package-pin-utils-0.1.0","['/nix/store/dxhlr5a0vsywl6jp2gvg7allh5g59f1c-cargo-package-pin-utils-0.1.0']","/nix/store/239x6r0kp8rarl3nijjj21sk6p9jnj63-cargo-package-pin-utils-0.1.0.drv","cpe:2.3:a:cargo-package-pin-utils:cargo-package-pin-utils:0.1.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-pin-utils@0.1.0","","","","","","","","","",""
"cargo-package-pkg-config-0.3.32","cargo-package-pkg-config","0.3.32","","x86_64-linux","/nix/store/7jw7ql44b5iyf5avvfc3cmxcbf477c25-cargo-package-pkg-config-0.3.32","['/nix/store/7jw7ql44b5iyf5avvfc3cmxcbf477c25-cargo-package-pkg-config-0.3.32']","/nix/store/3ran2d7xzh47w86dl4b11hdpi185m8bs-cargo-package-pkg-config-0.3.32.drv","cpe:2.3:a:cargo-package-pkg-config:cargo-package-pkg-config:0.3.32:*:*:*:*:*:*:*","pkg:nix/cargo-package-pkg-config@0.3.32","","","","","","","","","",""
"cargo-package-plist-1.8.0","cargo-package-plist","1.8.0","","x86_64-linux","/nix/store/5723m8gk8z6xy95ad43b50cz7dllrgld-cargo-package-plist-1.8.0","['/nix/store/5723m8gk8z6xy95ad43b50cz7dllrgld-cargo-package-plist-1.8.0']","/nix/store/kznfgzc2mvm0g43py1jpijg436f1mn8b-cargo-package-plist-1.8.0.drv","cpe:2.3:a:cargo-package-plist:cargo-package-plist:1.8.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-plist@1.8.0","","","","","","","","","",""
"cargo-package-portable-atomic-1.13.0","cargo-package-portable-atomic","1.13.0","","x86_64-linux","/nix/store/zd1n6729bq64j5yily9fidizkv5bjfwc-cargo-package-portable-atomic-1.13.0","['/nix/store/zd1n6729bq64j5yily9fidizkv5bjfwc-cargo-package-portable-atomic-1.13.0']","/nix/store/vpcpv5ipii48hmpnbrq9lqp9f4828h6z-cargo-package-portable-atomic-1.13.0.drv","cpe:2.3:a:cargo-package-portable-atomic:cargo-package-portable-atomic:1.13.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-portable-atomic@1.13.0","","","","","","","","","",""
"cargo-package-potential_utf-0.1.4","cargo-package-potential_utf","0.1.4","","x86_64-linux","/nix/store/55krnsmpj616l0qz81f2yrqz4g9gf77y-cargo-package-potential_utf-0.1.4","['/nix/store/55krnsmpj616l0qz81f2yrqz4g9gf77y-cargo-package-potential_utf-0.1.4']","/nix/store/kibx7ybpsm9hk3py5cry8wzqf1jjxyhc-cargo-package-potential_utf-0.1.4.drv","cpe:2.3:a:cargo-package-potential_utf:cargo-package-potential_utf:0.1.4:*:*:*:*:*:*:*","pkg:nix/cargo-package-potential_utf@0.1.4","","","","","","","","","",""
"cargo-package-powerfmt-0.2.0","cargo-package-powerfmt","0.2.0","","x86_64-linux","/nix/store/mcrriina56mw3g1y9sa234rjs7dx68wn-cargo-package-powerfmt-0.2.0","['/nix/store/mcrriina56mw3g1y9sa234rjs7dx68wn-cargo-package-powerfmt-0.2.0']","/nix/store/6316xmy8dm4yskm7lk52b9izy9shpm8g-cargo-package-powerfmt-0.2.0.drv","cpe:2.3:a:cargo-package-powerfmt:cargo-package-powerfmt:0.2.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-powerfmt@0.2.0","","","","","","","","","",""
"cargo-package-pprof2-0.13.1","cargo-package-pprof2","0.13.1","","x86_64-linux","/nix/store/s9hyd80hki9lnl39nd45g8ah8nh7c60z-cargo-package-pprof2-0.13.1","['/nix/store/s9hyd80hki9lnl39nd45g8ah8nh7c60z-cargo-package-pprof2-0.13.1']","/nix/store/0n0dn28f4xzbvzp7m215vhrh979kz92s-cargo-package-pprof2-0.13.1.drv","cpe:2.3:a:cargo-package-pprof2:cargo-package-pprof2:0.13.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-pprof2@0.13.1","","","","","","","","","",""
"cargo-package-ppv-lite86-0.2.21","cargo-package-ppv-lite86","0.2.21","","x86_64-linux","/nix/store/833jgvankdj1d2xb2jda25isycpdpwhc-cargo-package-ppv-lite86-0.2.21","['/nix/store/833jgvankdj1d2xb2jda25isycpdpwhc-cargo-package-ppv-lite86-0.2.21']","/nix/store/amqsj9v0pnc851jl5wcxf28a7wna8yrw-cargo-package-ppv-lite86-0.2.21.drv","cpe:2.3:a:cargo-package-ppv-lite86:cargo-package-ppv-lite86:0.2.21:*:*:*:*:*:*:*","pkg:nix/cargo-package-ppv-lite86@0.2.21","","","","","","","","","",""
"cargo-package-prefix-trie-0.8.1","cargo-package-prefix-trie","0.8.1","","x86_64-linux","/nix/store/6n046l01g42w05hn2njys81m1iwd45wj-cargo-package-prefix-trie-0.8.1","['/nix/store/6n046l01g42w05hn2njys81m1iwd45wj-cargo-package-prefix-trie-0.8.1']","/nix/store/x64j48n6i1j07nagv8ff1hdkayyy27hp-cargo-package-prefix-trie-0.8.1.drv","cpe:2.3:a:cargo-package-prefix-trie:cargo-package-prefix-trie:0.8.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-prefix-trie@0.8.1","","","","","","","","","",""
"cargo-package-pretty-hex-0.4.1","cargo-package-pretty-hex","0.4.1","","x86_64-linux","/nix/store/w1969w669qr8hx2yx9149wp0lsqqrwij-cargo-package-pretty-hex-0.4.1","['/nix/store/w1969w669qr8hx2yx9149wp0lsqqrwij-cargo-package-pretty-hex-0.4.1']","/nix/store/plxprs641spcqibjjkxh8z472fwv707n-cargo-package-pretty-hex-0.4.1.drv","cpe:2.3:a:cargo-package-pretty-hex:cargo-package-pretty-hex:0.4.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-pretty-hex@0.4.1","","","","","","","","","",""
"cargo-package-pretty_assertions-1.4.1","cargo-package-pretty_assertions","1.4.1","","x86_64-linux","/nix/store/yk7736dwchxilxs6rmn1kpgmg9yym4v6-cargo-package-pretty_assertions-1.4.1","['/nix/store/yk7736dwchxilxs6rmn1kpgmg9yym4v6-cargo-package-pretty_assertions-1.4.1']","/nix/store/m3v76wrlva595761140wfak0flvxnwwp-cargo-package-pretty_assertions-1.4.1.drv","cpe:2.3:a:cargo-package-pretty_assertions:cargo-package-pretty_assertions:1.4.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-pretty_assertions@1.4.1","","","","","","","","","",""
"cargo-package-priority-queue-2.7.0","cargo-package-priority-queue","2.7.0","","x86_64-linux","/nix/store/hlqg32a6igpn3f7lc33j6ah39sg30ara-cargo-package-priority-queue-2.7.0","['/nix/store/hlqg32a6igpn3f7lc33j6ah39sg30ara-cargo-package-priority-queue-2.7.0']","/nix/store/xa4avdzwnnxlrfhhwcdik4xhjaizmbl5-cargo-package-priority-queue-2.7.0.drv","cpe:2.3:a:cargo-package-priority-queue:cargo-package-priority-queue:2.7.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-priority-queue@2.7.0","","","","","","","","","",""
"cargo-package-proc-macro-crate-2.0.0","cargo-package-proc-macro-crate","2.0.0","","x86_64-linux","/nix/store/97i8vnkq87dkc0sz3d4riih18g6fy836-cargo-package-proc-macro-crate-2.0.0","['/nix/store/97i8vnkq87dkc0sz3d4riih18g6fy836-cargo-package-proc-macro-crate-2.0.0']","/nix/store/ypxcp0j3p5najj5q7hjd64qdmgs8gz6l-cargo-package-proc-macro-crate-2.0.0.drv","cpe:2.3:a:cargo-package-proc-macro-crate:cargo-package-proc-macro-crate:2.0.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-proc-macro-crate@2.0.0","","","","","","","","","",""
"cargo-package-proc-macro-error-attr2-2.0.0","cargo-package-proc-macro-error-attr2","2.0.0","","x86_64-linux","/nix/store/w7k19y7ay8i29h5gv7y0w2wpqmip8wbi-cargo-package-proc-macro-error-attr2-2.0.0","['/nix/store/w7k19y7ay8i29h5gv7y0w2wpqmip8wbi-cargo-package-proc-macro-error-attr2-2.0.0']","/nix/store/8kzxnvm0myfkynfmppv6nx2nha2j1xak-cargo-package-proc-macro-error-attr2-2.0.0.drv","cpe:2.3:a:cargo-package-proc-macro-error-attr2:cargo-package-proc-macro-error-attr2:2.0.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-proc-macro-error-attr2@2.0.0","","","","","","","","","",""
"cargo-package-proc-macro-error2-2.0.1","cargo-package-proc-macro-error2","2.0.1","","x86_64-linux","/nix/store/pcsip5lwrpljwddqp7as23d45b8c2kf8-cargo-package-proc-macro-error2-2.0.1","['/nix/store/pcsip5lwrpljwddqp7as23d45b8c2kf8-cargo-package-proc-macro-error2-2.0.1']","/nix/store/c0237b0x5z2ag2zm1d77l7wgv5gy623s-cargo-package-proc-macro-error2-2.0.1.drv","cpe:2.3:a:cargo-package-proc-macro-error2:cargo-package-proc-macro-error2:2.0.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-proc-macro-error2@2.0.1","","","","","","","","","",""
"cargo-package-proc-macro2-1.0.105","cargo-package-proc-macro2","1.0.105","","x86_64-linux","/nix/store/i8mciiicbcyahv7bzr0ylw965zarg0h2-cargo-package-proc-macro2-1.0.105","['/nix/store/i8mciiicbcyahv7bzr0ylw965zarg0h2-cargo-package-proc-macro2-1.0.105']","/nix/store/c1ckcwx8il8v6j27k0rqfafwhicahmwy-cargo-package-proc-macro2-1.0.105.drv","cpe:2.3:a:cargo-package-proc-macro2:cargo-package-proc-macro2:1.0.105:*:*:*:*:*:*:*","pkg:nix/cargo-package-proc-macro2@1.0.105","","","","","","","","","",""
"cargo-package-procfs-0.18.0","cargo-package-procfs","0.18.0","","x86_64-linux","/nix/store/nqpqbxhyyr2j8qcknp63rhqn2jkk7mm1-cargo-package-procfs-0.18.0","['/nix/store/nqpqbxhyyr2j8qcknp63rhqn2jkk7mm1-cargo-package-procfs-0.18.0']","/nix/store/vpydjlahbp9b7rw7i7lv3x1w3j1j4s8c-cargo-package-procfs-0.18.0.drv","cpe:2.3:a:cargo-package-procfs:cargo-package-procfs:0.18.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-procfs@0.18.0","","","","","","","","","",""
"cargo-package-procfs-core-0.18.0","cargo-package-procfs-core","0.18.0","","x86_64-linux","/nix/store/bvk9bqcmlqnlh2fj0bcvh1pc73s8gy4b-cargo-package-procfs-core-0.18.0","['/nix/store/bvk9bqcmlqnlh2fj0bcvh1pc73s8gy4b-cargo-package-procfs-core-0.18.0']","/nix/store/dfcfcfs2srlfwqc8l9y1vyb2flgsnlys-cargo-package-procfs-core-0.18.0.drv","cpe:2.3:a:cargo-package-procfs-core:cargo-package-procfs-core:0.18.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-procfs-core@0.18.0","","","","","","","","","",""
